type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
charge,[2.0090e+03 8.0000e+00 1.0000e+00 1.8000e+01 3.0000e+01 4.4968e+01],24,B0034,295,2100,02100.csv,,,
discharge,[2.0090e+03 8.0000e+00 1.0000e+00 2.1000e+01 3.0000e+01 3.3968e+01],24,B0034,296,2101,02101.csv,1.333083377,,
charge,[2.0090e+03 8.0000e+00 1.0000e+00 2.2000e+01 2.2000e+01 3.4843e+01],24,B0034,297,2102,02102.csv,,,
discharge,[2.0090e+03 8.0000e+00 2.0000e+00 1.0000e+00 2.3000e+01 2.1296e+01],24,B0034,298,2103,02103.csv,1.333322653,,
charge,[2.009e+03 8.000e+00 2.000e+00 2.000e+00 1.500e+01 9.171e+00],24,B0034,299,2104,02104.csv,,,
discharge,[2.0090e+03 8.0000e+00 2.0000e+00 5.0000e+00 1.6000e+01 4.7781e+01],24,B0034,300,2105,02105.csv,1.32642811,,
charge,[2.0090e+03 8.0000e+00 2.0000e+00 6.0000e+00 8.0000e+00 4.1656e+01],24,B0034,301,2106,02106.csv,,,
discharge,[2.0090e+03 8.0000e+00 2.0000e+00 9.0000e+00 1.0000e+01 1.5046e+01],24,B0034,302,2107,02107.csv,1.323971041,,
impedance,[2.009e+03 8.000e+00 2.000e+00 1.000e+01 6.000e+00 4.984e+00],24,B0034,303,2108,02108.csv,,0.124929681,0.150132447
charge,[2.0090e+03 8.0000e+00 2.0000e+00 1.0000e+01 3.7000e+01 5.8593e+01],24,B0034,304,2109,02109.csv,,,
impedance,[2.0090e+03 8.0000e+00 2.0000e+00 1.3000e+01 4.3000e+01 3.3359e+01],24,B0034,305,2110,02110.csv,,0.125923186,0.149002219
discharge,[2.0090e+03 8.0000e+00 2.0000e+00 1.4000e+01 1.5000e+01 2.7171e+01],24,B0034,306,2111,02111.csv,1.324936423,,
charge,[2.0090e+03 8.0000e+00 2.0000e+00 1.5000e+01 7.0000e+00 1.8093e+01],24,B0034,307,2112,02112.csv,,,
discharge,[2.0090e+03 8.0000e+00 2.0000e+00 1.8000e+01 8.0000e+00 5.4375e+01],24,B0034,308,2113,02113.csv,1.328306768,,
charge,[2.0090e+03 8.0000e+00 2.0000e+00 1.9000e+01 0.0000e+00 3.9468e+01],24,B0034,309,2114,02114.csv,,,
discharge,[2.0090e+03 8.0000e+00 2.0000e+00 2.2000e+01 2.0000e+00 1.0046e+01],24,B0034,310,2115,02115.csv,1.314584349,,
charge,[2.0090e+03 8.0000e+00 2.0000e+00 2.2000e+01 5.3000e+01 4.3218e+01],24,B0034,311,2116,02116.csv,,,
discharge,[2.0090e+03 8.0000e+00 3.0000e+00 1.0000e+00 5.5000e+01 2.2875e+01],24,B0034,312,2117,02117.csv,1.31668418,,
charge,[2.009e+03 8.000e+00 3.000e+00 2.000e+00 4.700e+01 5.150e-01],24,B0034,313,2118,02118.csv,,,
discharge,[2009.       8.       3.       5.      48.      39.625],24,B0034,314,2119,02119.csv,1.304172765,,
impedance,[2009.       8.       3.       6.      44.      10.109],24,B0034,315,2120,02120.csv,,0.125147858,0.149531312
charge,[2009.       8.       3.       7.      16.       4.218],24,B0034,316,2121,02121.csv,,,
impedance,[2009.       8.       3.      10.      21.      40.546],24,B0034,317,2122,02122.csv,,0.127212111,0.149047818
discharge,[2009.       8.       3.      10.      53.      34.968],24,B0034,318,2123,02123.csv,1.353445007,,
charge,[2009.       8.       3.      11.      45.      39.265],24,B0034,319,2124,02124.csv,,,
discharge,[2009.       8.       3.      14.      44.      14.312],24,B0034,320,2125,02125.csv,1.371294083,,
charge,[2009.       8.       3.      15.      36.      25.093],24,B0034,321,2126,02126.csv,,,
discharge,[2009.      8.      3.     18.     38.      5.89],24,B0034,322,2127,02127.csv,1.357699322,,
charge,[2009.       8.       3.      19.      30.       6.687],24,B0034,323,2128,02128.csv,,,
discharge,[2009.       8.       3.      22.      31.      42.515],24,B0034,324,2129,02129.csv,1.328690309,,
charge,[2009.       8.       3.      23.      23.      20.781],24,B0034,325,2130,02130.csv,,,
discharge,[2.0090e+03 8.0000e+00 4.0000e+00 2.0000e+00 2.4000e+01 5.5453e+01],24,B0034,326,2131,02131.csv,1.314394327,,
impedance,[2009.       8.       4.       3.      20.      22.453],24,B0034,327,2132,02132.csv,,0.12502201,0.148836253
charge,[2009.       8.       4.       3.      52.      16.765],24,B0034,328,2133,02133.csv,,,
impedance,[2009.     8.     4.     6.    57.    51.5],24,B0034,329,2134,02134.csv,,0.126149801,0.148880254
discharge,[2009.      8.      5.     10.     47.     54.89],24,B0034,330,2135,02135.csv,1.386678303,,
impedance,[2009.       8.       5.      11.      44.      11.359],24,B0034,331,2136,02136.csv,,0.126238212,0.147772453
charge,[2009.       8.       5.      12.      16.       5.781],24,B0034,332,2137,02137.csv,,,
impedance,[2009.      8.      5.     15.     21.     17.89],24,B0034,333,2138,02138.csv,,0.12752738,0.148358107
discharge,[2009.       8.       5.      15.      53.      12.468],24,B0034,334,2139,02139.csv,1.386833046,,
charge,[2009.       8.       5.      16.      45.      40.718],24,B0034,335,2140,02140.csv,,,
discharge,[2009.       8.       5.      19.      44.      54.078],24,B0034,336,2141,02141.csv,1.354803738,,
charge,[2009.       8.       5.      20.      37.       9.671],24,B0034,337,2142,02142.csv,,,
discharge,[2009.       8.       5.      23.      38.      49.906],24,B0034,338,2143,02143.csv,1.325578767,,
charge,[2009.       8.       6.       0.      30.      42.343],24,B0034,339,2144,02144.csv,,,
discharge,[2009.       8.       6.       3.      32.      21.312],24,B0034,340,2145,02145.csv,1.311972868,,
charge,[2009.       8.       6.       4.      24.       5.078],24,B0034,341,2146,02146.csv,,,
discharge,[2009.       8.       6.       7.      22.      48.562],24,B0034,342,2147,02147.csv,1.306448795,,
impedance,[2009.       8.       6.       8.      18.      16.218],24,B0034,343,2148,02148.csv,,0.126706765,0.150555914
charge,[2009.       8.       6.       8.      50.      10.984],24,B0034,344,2149,02149.csv,,,
impedance,[2009.       8.       6.      11.      53.      22.312],24,B0034,345,2150,02150.csv,,0.127123942,0.147334897
discharge,[2009.       8.       6.      12.      25.      17.046],24,B0034,346,2151,02151.csv,1.341843188,,
charge,[2009.       8.       6.      13.      17.       4.312],24,B0034,347,2152,02152.csv,,,
discharge,[2009.       8.       6.      16.      13.      25.921],24,B0034,348,2153,02153.csv,1.360921017,,
charge,[2009.       8.       6.      17.       5.      18.687],24,B0034,349,2154,02154.csv,,,
discharge,[2009.       8.       6.      20.       0.      59.562],24,B0034,350,2155,02155.csv,1.329960368,,
charge,[2009.       8.       6.      20.      52.      26.765],24,B0034,351,2156,02156.csv,,,
discharge,[2009.      8.      6.     23.     49.     34.39],24,B0034,352,2157,02157.csv,1.299069388,,
charge,[2009.       8.       7.       0.      40.      51.984],24,B0034,353,2158,02158.csv,,,
discharge,[2009.       8.       7.       3.      40.      19.734],24,B0034,354,2159,02159.csv,1.298454437,,
impedance,[2009    8    7    4   35   26],24,B0034,355,2160,02160.csv,,0.126170076,0.149951006
charge,[2009.       8.       7.       5.       7.      21.093],24,B0034,356,2161,02161.csv,,,
impedance,[2009.       8.       7.       8.      12.      41.046],24,B0034,357,2162,02162.csv,,0.126077504,0.14854692
discharge,[2009.      8.      7.      8.     44.     36.25],24,B0034,358,2163,02163.csv,1.317648609,,
charge,[2009.       8.       7.       9.      35.      47.859],24,B0034,359,2164,02164.csv,,,
discharge,[2009.       8.       7.      12.      32.      22.343],24,B0034,360,2165,02165.csv,1.336064856,,
charge,[2009.       8.       7.      13.      23.      52.437],24,B0034,361,2166,02166.csv,,,
discharge,[2009.       8.       7.      16.      20.      49.765],24,B0034,362,2167,02167.csv,1.363579736,,
charge,[2009.       8.       7.      17.      12.      32.781],24,B0034,363,2168,02168.csv,,,
discharge,[2009.       8.       7.      20.      14.      10.406],24,B0034,364,2169,02169.csv,1.333311254,,
charge,[2009.       8.       7.      21.       5.      28.578],24,B0034,365,2170,02170.csv,,,
discharge,[2009.       8.       8.       0.       7.       5.125],24,B0034,366,2171,02171.csv,1.302327346,,
impedance,[2.009e+03 8.000e+00 8.000e+00 1.000e+00 1.000e+00 5.764e+01],24,B0034,367,2172,02172.csv,,0.125984701,0.150090784
charge,[2.0090e+03 8.0000e+00 8.0000e+00 1.0000e+00 3.3000e+01 5.3015e+01],24,B0034,368,2173,02173.csv,,,
impedance,[2009.      8.      8.      4.     39.     32.25],24,B0034,369,2174,02174.csv,,0.125846815,0.150041711
discharge,[2009.       8.       8.       5.      11.      27.593],24,B0034,370,2175,02175.csv,1.288872844,,
charge,[2.0090e+03 8.0000e+00 8.0000e+00 6.0000e+00 2.0000e+00 1.1484e+01],24,B0034,371,2176,02176.csv,,,
discharge,[2009.       8.       8.       9.       3.      54.812],24,B0034,372,2177,02177.csv,1.290274619,,
charge,[2009.      8.      8.      9.     54.     44.14],24,B0034,373,2178,02178.csv,,,
discharge,[2009.       8.       8.      12.      56.      26.703],24,B0034,374,2179,02179.csv,1.292407566,,
charge,[2009.       8.       8.      13.      47.       5.281],24,B0034,375,2180,02180.csv,,,
discharge,[2009.       8.       8.      16.      48.      44.937],24,B0034,376,2181,02181.csv,1.295409151,,
charge,[2009.       8.       8.      17.      39.      14.687],24,B0034,377,2182,02182.csv,,,
discharge,[2009.       8.       8.      20.      40.      51.687],24,B0034,378,2183,02183.csv,1.283229882,,
impedance,[2009.      8.      8.     21.     35.     18.89],24,B0034,379,2184,02184.csv,,0.125661094,0.150554687
charge,[2009.     8.     8.    22.     7.    14.5],24,B0034,380,2185,02185.csv,,,
impedance,[2.0090e+03 8.0000e+00 9.0000e+00 1.0000e+00 1.2000e+01 5.3906e+01],24,B0034,381,2186,02186.csv,,0.125945988,0.150885026
discharge,[2009.       8.      17.      13.       8.      30.968],24,B0034,382,2187,02187.csv,1.455745402,,
impedance,[2009.       8.      17.      14.       4.      37.796],24,B0034,383,2188,02188.csv,,0.12812487,0.146054202
charge,[2009.       8.      17.      14.      36.      33.453],24,B0034,384,2189,02189.csv,,,
impedance,[2009.     8.    17.    17.    42.    13.5],24,B0034,385,2190,02190.csv,,0.129175471,0.148754982
discharge,[2009.       8.      17.      18.      14.       9.375],24,B0034,386,2191,02191.csv,1.454676343,,
charge,[2009.       8.      17.      19.       6.      48.687],24,B0034,387,2192,02192.csv,,,
discharge,[2009.       8.      17.      22.       6.      54.109],24,B0034,388,2193,02193.csv,1.423427718,,
charge,[2009.       8.      17.      22.      59.      22.265],24,B0034,389,2194,02194.csv,,,
discharge,[2.009e+03 8.000e+00 1.800e+01 2.000e+00 1.000e+00 3.312e+00],24,B0034,390,2195,02195.csv,1.39255121,,
charge,[2.0090e+03 8.0000e+00 1.8000e+01 2.0000e+00 5.3000e+01 2.0906e+01],24,B0034,391,2196,02196.csv,,,
discharge,[2009.       8.      18.       5.      55.       2.015],24,B0034,392,2197,02197.csv,1.376573249,,
charge,[2009.       8.      18.       6.      47.       7.906],24,B0034,393,2198,02198.csv,,,
discharge,[2009.      8.     18.      9.     48.     49.64],24,B0034,394,2199,02199.csv,1.381019083,,
impedance,[2.009e+03 8.000e+00 1.800e+01 1.000e+01 4.500e+01 1.796e+00],24,B0034,395,2200,02200.csv,,0.128176948,0.149620094
charge,[2009.      8.     18.     11.     16.     57.75],24,B0034,396,2201,02201.csv,,,
impedance,[2009.       8.      18.      14.      22.      41.859],24,B0034,397,2202,02202.csv,,0.129339377,0.148826667
discharge,[2009.       8.      18.      14.      54.      37.937],24,B0034,398,2203,02203.csv,1.400756832,,
charge,[2009.       8.      18.      15.      46.      59.359],24,B0034,399,2204,02204.csv,,,
discharge,[2009.       8.      18.      18.      45.      24.703],24,B0034,400,2205,02205.csv,1.374645303,,
charge,[2009.       8.      18.      19.      37.      31.843],24,B0034,401,2206,02206.csv,,,
discharge,[2009.       8.      18.      22.      39.      17.609],24,B0034,402,2207,02207.csv,1.334592411,,
charge,[2009.       8.      18.      23.      30.      58.312],24,B0034,403,2208,02208.csv,,,
discharge,[2.0090e+03 8.0000e+00 1.9000e+01 2.0000e+00 3.2000e+01 3.8625e+01],24,B0034,404,2209,02209.csv,1.336396622,,
charge,[2009.      8.     19.      3.     24.      8.89],24,B0034,405,2210,02210.csv,,,
discharge,[2009.       8.      19.       6.      25.      55.265],24,B0034,406,2211,02211.csv,1.306915297,,
impedance,[2009.       8.      19.       7.      21.      18.453],24,B0034,407,2212,02212.csv,,0.128061986,0.152015147
charge,[2009.       8.      19.       7.      53.      14.718],24,B0034,408,2213,02213.csv,,,
impedance,[2009.      8.     19.     10.     58.     56.25],24,B0034,409,2214,02214.csv,,0.128855473,0.150630318
discharge,[2009.       8.      19.      11.      30.      52.687],24,B0034,410,2215,02215.csv,1.341539457,,
charge,[2009.       8.      19.      12.      22.      31.687],24,B0034,411,2216,02216.csv,,,
discharge,[2009.       8.      19.      15.      24.      12.875],24,B0034,412,2217,02217.csv,1.34638897,,
charge,[2009.       8.      19.      16.      15.      46.875],24,B0034,413,2218,02218.csv,,,
discharge,[2009.       8.      19.      19.      17.      33.312],24,B0034,414,2219,02219.csv,1.344989807,,
charge,[2009.      8.     19.     20.      9.      6.89],24,B0034,415,2220,02220.csv,,,
discharge,[2009.       8.      19.      23.      10.      50.875],24,B0034,416,2221,02221.csv,1.315876081,,
charge,[2.009e+03 8.000e+00 2.000e+01 0.000e+00 2.000e+00 2.593e+00],24,B0034,417,2222,02222.csv,,,
discharge,[2009.       8.      20.       3.       3.      46.687],24,B0034,418,2223,02223.csv,1.297276689,,
impedance,[2009.       8.      20.       3.      58.      53.671],24,B0034,419,2224,02224.csv,,0.127623321,0.152061164
charge,[2009.       8.      20.       4.      30.      50.218],24,B0034,420,2225,02225.csv,,,
impedance,[2009.       8.      20.       7.      36.      30.046],24,B0034,421,2226,02226.csv,,0.128523594,0.151369517
discharge,[2009.       8.      20.       8.       8.      26.703],24,B0034,422,2227,02227.csv,1.285125521,,
charge,[2009.       8.      20.       8.      59.      28.296],24,B0034,423,2228,02228.csv,,,
discharge,[2.009e+03 8.000e+00 2.000e+01 1.200e+01 1.000e+00 9.546e+00],24,B0034,424,2229,02229.csv,1.319020916,,
charge,[2009.       8.      20.      12.      52.      27.468],24,B0034,425,2230,02230.csv,,,
discharge,[2009.       8.      20.      15.      51.      55.171],24,B0034,426,2231,02231.csv,1.341009785,,
charge,[2009.       8.      20.      16.      43.       8.046],24,B0034,427,2232,02232.csv,,,
discharge,[2009.       8.      20.      19.      42.      35.546],24,B0034,428,2233,02233.csv,1.326126984,,
charge,[2009.       8.      20.      20.      33.      39.812],24,B0034,429,2234,02234.csv,,,
discharge,[2009.      8.     20.     23.     35.     23.25],24,B0034,430,2235,02235.csv,1.309144268,,
impedance,[2009.       8.      21.       0.      30.      11.046],24,B0034,431,2236,02236.csv,,0.12813992,0.153133237
charge,[2.009e+03 8.000e+00 2.100e+01 1.000e+00 2.000e+00 8.109e+00],24,B0034,432,2237,02237.csv,,,
impedance,[2009.      8.     21.      4.      7.     51.89],24,B0034,433,2238,02238.csv,,0.127762459,0.151794718
discharge,[2009.       8.      21.      17.      59.      25.484],24,B0034,434,2239,02239.csv,1.36300129,,
impedance,[2009.       8.      21.      18.      54.      49.468],24,B0034,435,2240,02240.csv,,0.128030135,0.14962083
charge,[2009.       8.      21.      19.      26.      46.671],24,B0034,436,2241,02241.csv,,,
impedance,[2009.       8.      21.      22.      32.      29.312],24,B0034,437,2242,02242.csv,,0.128763273,0.151228907
discharge,[2009.       8.      21.      23.       4.      26.375],24,B0034,438,2243,02243.csv,1.329285702,,
charge,[2009.       8.      21.      23.      55.      20.484],24,B0034,439,2244,02244.csv,,,
discharge,[2.009e+03 8.000e+00 2.200e+01 2.000e+00 5.700e+01 6.984e+00],24,B0034,440,2245,02245.csv,1.296908593,,
charge,[2009.       8.      22.       3.      47.      50.937],24,B0034,441,2246,02246.csv,,,
discharge,[2009.      8.     22.      6.     49.     38.89],24,B0034,442,2247,02247.csv,1.298628592,,
charge,[2009.       8.      22.       7.      40.       9.781],24,B0034,443,2248,02248.csv,,,
discharge,[2009.       8.      22.      10.      41.      58.171],24,B0034,444,2249,02249.csv,1.284065761,,
charge,[2009.       8.      22.      11.      32.      21.015],24,B0034,445,2250,02250.csv,,,
discharge,[2009.       8.      22.      14.      34.       5.875],24,B0034,446,2251,02251.csv,1.302101591,,
impedance,[2009.       8.      22.      15.      28.      30.625],24,B0034,447,2252,02252.csv,,0.127335033,0.152600694
charge,[2009.       8.      22.      16.       0.      27.859],24,B0034,448,2253,02253.csv,,,
impedance,[2009.       8.      22.      19.       6.      10.484],24,B0034,449,2254,02254.csv,,0.127934454,0.153052954
discharge,[2009.       8.      22.      19.      38.       7.906],24,B0034,450,2255,02255.csv,1.308907635,,
charge,[2009.       8.      22.      20.      28.      32.062],24,B0034,451,2256,02256.csv,,,
discharge,[2009.       8.      22.      23.      30.      19.437],24,B0034,452,2257,02257.csv,1.27225197,,
charge,[2009.       8.      23.       0.      20.      41.046],24,B0034,453,2258,02258.csv,,,
discharge,[2009.       8.      23.       3.      22.      24.156],24,B0034,454,2259,02259.csv,1.276011534,,
charge,[2009.       8.      23.       4.      12.      36.468],24,B0034,455,2260,02260.csv,,,
discharge,[2009.       8.      23.       7.      14.      19.109],24,B0034,456,2261,02261.csv,1.2605053,,
charge,[2009.       8.      23.       8.       4.      19.531],24,B0034,457,2262,02262.csv,,,
discharge,[2009.       8.      23.      11.       6.       6.546],24,B0034,458,2263,02263.csv,1.266068125,,
impedance,[2009.       8.      23.      12.       0.       5.281],24,B0034,459,2264,02264.csv,,0.126921624,0.152375987
charge,[2009.       8.      23.      12.      32.       3.093],24,B0034,460,2265,02265.csv,,,
impedance,[2009.       8.      23.      15.      37.      51.359],24,B0034,461,2266,02266.csv,,0.12739232,0.153041589
discharge,[2009.       8.      23.      16.       9.      49.296],24,B0034,462,2267,02267.csv,1.265829017,,
charge,[2009.       8.      23.      16.      59.      46.156],24,B0034,463,2268,02268.csv,,,
discharge,[2.009e+03 8.000e+00 2.300e+01 2.000e+01 1.000e+00 3.250e+01],24,B0034,464,2269,02269.csv,1.26558739,,
charge,[2009.      8.     23.     20.     51.     14.89],24,B0034,465,2270,02270.csv,,,
discharge,[2009.       8.      23.      23.      53.       2.437],24,B0034,466,2271,02271.csv,1.266359832,,
charge,[2009.       8.      24.       0.      42.      30.015],24,B0034,467,2272,02272.csv,,,
