,source,author,title,description,url,urlToImage,publishedAt,content
1680,"{'id': 'business-insider', 'name': 'Business Insider'}",Shannon Ullman,Garmin Venu 3S review: A premium smartwatch experience with a smaller smartwatch design,Garmin's Venu 3S is a smaller version of the Venu 3 that offers the same premium smartwatch functionality and advanced health and fitness tracking.,https://www.businessinsider.com/guides/tech/garmin-venu-3s-review,https://i.insider.com/65985a8b1c5c7b8c9a0e7a3f?width=1200&format=jpeg,2024-02-21T20:22:19Z,"When you buy through our links, Business Insider may earn an affiliate commission. Learn moreThe Garmin Venu 3S is a great premium smartwatch option for folks with narrower wrists or those who prefer… [+7938 chars]"
1681,"{'id': 'business-insider', 'name': 'Business Insider'}",William Antonelli,Asus ROG Ally review: A powerful handheld gaming PC held back by a few bugs,"The Asus ROG Ally is a gaming handheld that runs on Windows. Many control issues we ran into at launch have been fixed, but some key flaws remain.",https://www.businessinsider.com/guides/tech/asus-rog-ally-review,https://i.insider.com/65d52083f533b039a8857861?width=1200&format=jpeg,2024-02-21T18:51:12Z,"When you buy through our links, Business Insider may earn an affiliate commission. Learn moreAsus has fixed many of the issues that the ROG Ally suffered from at launch.William Antonelli/Insider
The… [+12914 chars]"
1682,"{'id': 'business-insider', 'name': 'Business Insider'}",Camilo Fonseca,It sounds like the Vision Pro 4 will be worth waiting for,"Apple's new Vision Pro still has time to reach its full potential, according to some employees involved in its development.",https://www.businessinsider.com/vision-pro-generations-away-from-ideal-form-developers-say-2024-2,https://i.insider.com/65ca5a9894aa8ee8e84a2e21?width=1200&format=jpeg,2024-02-12T18:45:25Z,"The Vision Pro is still far from its true potential, according to some Apple employees involved in the headset's development.Christoph Dernbach/picture alliance via Getty Images
<ul><li>The Vision P… [+2510 chars]"
1683,"{'id': 'business-insider', 'name': 'Business Insider'}",Mikhaila Friel,A Delta flight had to do U-turn after maggots fell onto a passenger from an overhead bin containing rotten fish,A Delta flight traveling from Amsterdam to Detroit turned around after maggots and a dead fish were discovered in a passenger's suitcase.,https://www.businessinsider.com/delta-flight-maggots-fall-rotten-fish-passenger-detroit-suitcase-2024-2,https://i.insider.com/65cde5926fcb546d2d50034f?width=1200&format=jpeg,2024-02-15T11:16:48Z,"The Delta flight turned around after maggots fell from a suitcase onto a passenger. James D. Morgan/Getty Images.
<ul><li>A Delta flight was diverted on Tuesday after maggots fell from a suitcase, m… [+3169 chars]"
1684,"{'id': 'business-insider', 'name': 'Business Insider'}",Shubhangi Goel,"I'm backpacking the world while working as an online therapist. I have a steady income, but I'm exhausted.","Carolina Villafuerte has been backpacking while providing online therapy. It's only been a year, but being a digital nomad is getting tiring.",https://www.businessinsider.com/digital-nomad-online-therapy-backpacking-clinical-psychology-mental-health-2024-2,https://i.insider.com/65d56696f533b039a8858374?width=1200&format=jpeg,2024-02-22T03:38:20Z,"Carolina Villafuerte has been travelling the world as a digital nomad since December 2022.Carolina Villafuerte
<ul><li>Carolina Villafuerte provides online therapy while traveling the world.</li><li… [+3911 chars]"
1685,"{'id': 'business-insider', 'name': 'Business Insider'}",Jordan Hart,I've been using Vision Pro for 48 hours. It feels like Apple is onto something.,I got the new Apple Vision Pro this week. Here are my first impressions of the futuristic headset.,https://www.businessinsider.com/apple-vision-pro-first-impressions-2024-2,https://i.insider.com/65c53a95917a1dae0244a555?width=1200&format=jpeg,2024-02-09T16:21:45Z,"I've been wearing the Apple Vision Pro on and off for the past day and a half.Jordan Hart/BI
<ul><li>I got my hands on Apple's $3,500 Vision Pro on Tuesday.</li><li>It's a lot to get used to, but I … [+3859 chars]"
1686,"{'id': 'business-insider', 'name': 'Business Insider'}",Thibault Spirlet,The GOP could be about to cost Ukraine the war,House Republicans look set to block $60 billion in aid to Ukraine. It could lead to the deaths of more Ukrainian troops and cost Ukraine the war.,https://www.businessinsider.com/republicans-could-be-about-to-cost-ukraine-war-analysts-russia-2024-2,https://i.insider.com/65ccb64794aa8ee8e84b2779?width=1200&format=jpeg,2024-02-14T16:45:14Z,"Ukraine's President Volodymyr Zelenskyy and US House Speaker Mike Johnson shaking hands before their meeting in Washington, US, on December 12, 2023.UKRAINIAN PRESIDENTIAL PRESS SERVICE via Getty Ima… [+7359 chars]"
1687,"{'id': 'business-insider', 'name': 'Business Insider'}",Sarah Sloat,How flying taxis could go mainstream,"Flying taxis could even replace short-haul flights, but certification and new digital infrastructure must happen first.",https://www.businessinsider.com/how-connectivity-software-can-make-flying-taxis-reality-2024-2,https://i.insider.com/65cb935cf533b039a882e8af?width=1200&format=jpeg,2024-02-20T21:27:21Z,"Ariel Davis for BI
This article is part of ""5G and Connectivity Playbook,"" a series exploring some of our time's most important tech innovations.Within 10 years, you might be stuck in traffic on the… [+7980 chars]"
1688,"{'id': 'business-insider', 'name': 'Business Insider'}",Jordan Hart,The Vision Pro Review: I'm running out of reasons to wear Apple's futuristic headset after a week,I'm a casual tech user who pretty much only buys Apple products. Here's my one-week review of the Apple Vision Pro.,https://www.businessinsider.com/guides/tech/apple-vision-pro-review,https://i.insider.com/65c2a16e7a3d271488785598?width=1200&format=jpeg,2024-02-15T09:22:01Z,"When you buy through our links, Business Insider may earn an affiliate commission. Learn moreI've tried my best to incorporate the Vision Pro into my daily life for the past week.Jordan Hart/Business… [+8888 chars]"
1689,"{'id': 'business-insider', 'name': 'Business Insider'}",Linette Lopez,Boeing lost its way. Other companies should take heed.,"Boeing is a quintessential example of America's rotting business culture. After 40 years of mistakes, companies need a philosophical revolution.",https://www.businessinsider.com/boeing-disaster-american-businesses-greedy-broken-stock-market-wall-street-2024-2,https://i.insider.com/65c263187a3d271488782705?width=1200&format=jpeg,2024-02-11T11:22:01Z,"Boeing — and the entire American corporate body politic — needs a philosophical counterrevolution. Cameron Spencer/Getty Images; Jenny Chang-Rodriguez/BI
If only Boeing’s problems were just about a … [+14936 chars]"
1690,"{'id': None, 'name': 'Design-milk.com'}",Gregory Han,Chrysler’s 6-Door Halcyon Concept Opens the Road to an Electrifying Future,"The Chrysler Halcyon Concept is a lithium-sulfur battery powered, fully autonomous roadster built with the remnants of your CD collection.",https://design-milk.com/chryslers-6-door-halcyon-concept-opens-the-road-to-an-electrifying-future/,https://design-milk.com/images/2024/02/Chrysler-Halcyon_ConceptEV-2.jpg,2024-02-21T16:00:13Z,The Chrysler company is one deeply intertwined in the lore of America’s auto industry. It’s also a legacy brand that’s been tarnished over time. While Chrysler’s imprint may span generations most not… [+4458 chars]
1691,"{'id': None, 'name': 'ReadWrite'}",Suswati Basu,iPhone 16: what’s special about it and why it’s worth the wait,"Apple users have been eagerly awaiting the arrival of the new phone — the iPhone 16, with bated breath, despite […]
The post iPhone 16: what’s special about it and why it’s worth the wait appeared first on ReadWrite.",https://readwrite.com/iphone-16-whats-special-about-it-and-why-its-worth-the-wait/,https://readwrite.com/wp-content/uploads/2024/02/iPhone-16-special-and-worth-the-wait.jpg,2024-02-15T18:30:14Z,"Apple users have been eagerly awaiting the arrival of the new phone — the iPhone 16, with bated breath, despite the iPhone 15 having just been released in late 2023.
Rumors have already been swirlin… [+10002 chars]"
1692,"{'id': None, 'name': 'ReadWrite'}",Rachael Davis,Wearable tech moves to ears with smart earrings for health monitoring,"Wearable tech expands into new territory with a prototype smart earring that offers fashionable health monitoring. Researchers from the University […]
The post Wearable tech moves to ears with smart earrings for health monitoring appeared first on ReadWrite.",https://readwrite.com/wearable-tech-moves-to-ears-with-smart-earrings-for-health-monitoring/,https://readwrite.com/wp-content/uploads/2024/02/Thermal-Earring.jpeg,2024-02-15T11:30:18Z,"Wearable tech expands into new territory with a prototype smart earring that offers fashionable health monitoring.
Researchers from the University of Washington have developed the Thermal Earring, a… [+1910 chars]"
1693,"{'id': None, 'name': 'Kotaku'}",Claire Jackson,Tweak These Settings If You're Playing Helldivers 2 On Steam Deck,"Third-person co-op shooter Helldivers 2 has been a runaway hit on PS5 and PC. As it’s available on Steam, you may have wondered whether or not Helldivers is kind enough to let Steam Deck users in on the fight for democracy. I’m happy to report that, minus a f…",https://kotaku.com/helldivers-2-steam-deck-settings-black-screen-mic-1851270907,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/c3f667d9ebc52926dbbad0624b258417.jpg",2024-02-20T17:30:00Z,"Third-person co-op shooter Helldivers 2 has been a runaway hit on PS5 and PC. As its available on Steam, you may have wondered whether or not Helldivers is kind enough to let Steam Deck users in on t… [+6094 chars]"
1694,"{'id': None, 'name': 'Hackaday'}",Jenny List,Power Tool Packs Make a Portable Powerhouse,"The revolution in portable and cordless appliances has meant that we now own far fewer mains-powered gadgets than we might once have done, but it hasn’t entirely banished the old AC outlet fr…",https://hackaday.com/2024/02/21/power-tool-packs-make-a-portable-powerhouse/,https://hackaday.com/wp-content/uploads/2024/02/makita-power-featured.jpg,2024-02-21T16:30:52Z,"The revolution in portable and cordless appliances has meant that we now own far fewer mains-powered gadgets than we might once have done, but it hasn’t entirely banished the old AC outlet from our l… [+980 chars]"
1695,"{'id': None, 'name': 'Hackaday'}",Tom Nardi,"20,000 Volt plasma Knife Slices, Dices, and Sparks","For the most part, here at Hackaday we’re more interested in how something was made than the backstory on why an individual actually put it together. Frankly, it’s not really our busine…",https://hackaday.com/2024/02/09/20000-volt-plasma-knife-slices-dices-and-sparks/,https://hackaday.com/wp-content/uploads/2024/02/plasmablade_feat.jpg,2024-02-10T00:00:06Z,"For the most part, here at Hackaday we’re more interested in how something was made than the backstory on why an individual actually put it together. Frankly, it’s not really our business. But we’ve … [+1702 chars]"
1696,"{'id': None, 'name': 'Hackaday'}",Lewin Day,Slime Mold-Powered Smart Watches See Humans Fall In Love With The Goo,"Humans are very good at anthropomorphising things. That is, giving them human characteristics, like ourselves. We do it with animals—see just about any cartoon—and we even do it with our own planet…",https://hackaday.com/2024/02/16/slime-mold-powered-smart-watches-see-humans-fall-in-love-with-the-goo/,https://hackaday.com/wp-content/uploads/2024/02/integrating-living-organisms-in-devices-to-implement-care-based-interactions-bex91kv56pq-webm-shot0001.jpg,2024-02-16T18:00:23Z,"Humans are very good at anthropomorphising things. That is, giving them human characteristics, like ourselves. We do it with animalssee just about any cartoonand we even do it with our own planetsee … [+4329 chars]"
1697,"{'id': 'the-next-web', 'name': 'The Next Web'}",Siôn Geschwindt,Einride’s electric trucks to deliver Heineken beer to Germany,"Germans love beer. They consume more of it than almost any other nation, and now they can get it delivered on all-electric trucks, too.  Swedish startup Einride has set up a fleet of five battery-electric trucks to transport beer between Heinken’s brewery in …",https://thenextweb.com/news/einrides-electric-trucks-to-deliver-heineken-beer-to-germany,https://img-cdn.tnwcdn.com/image/tnw-blurple?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2024%2F02%2F1920_heineken-einride-7.png&signature=da5268c839c890074b7d7462ce601854,2024-02-08T16:06:31Z,"Germans love beer. They consume more of it than almost any other nation, and now they can get it delivered on all-electric trucks, too. 
Swedish startup Einride has set up a fleet of five battery-el… [+2141 chars]"
1698,"{'id': 'the-next-web', 'name': 'The Next Web'}",Thomas Macaulay,Murena launches ‘deGoogled’ smartphone with a kill switch for privacy,"The Murena 2, a “deGoogled” smartphone with a kill switch, has finally launched in Europe. Billed as a privacy-centric disruptor to the Apple-Google mobile duopoly, the device is the second handset from French startup Murena.  One new addition to the Murena 2…",https://thenextweb.com/news/murena-2-launches-degoogled-smartphone-privacy-kill-switch,https://img-cdn.tnwcdn.com/image/tnw-blurple?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2023%2F11%2FUntitled-design-1-7.jpg&signature=854a238703758a69066d1f6d436aecf9,2024-02-08T16:12:28Z,"The Murena 2, a deGoogled smartphone with a kill switch, has finally launched in Europe.
Billed as a privacy-centric disruptor to the Apple-Google mobile duopoly, the device is the second handset fr… [+2302 chars]"
1699,"{'id': 'the-next-web', 'name': 'The Next Web'}",Siôn Geschwindt,This UK startup can capture 95% of a ship’s carbon emissions,"Like many of us, Alisha Fredriksson is terrified about climate change. But unlike many of us, she’s rolling up her sleeves and doing something about it.   Two years ago the young entrepreneur co-founded Seabound — a London-based startup on a mission to decarb…",https://thenextweb.com/news/uk-startup-seabound-carbon-capture-shipping,https://img-cdn.tnwcdn.com/image/tnw-blurple?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2024%2F02%2Fcargo-ship-emissions-seabound-2.jpg&signature=4d7cd8f6d370cd2d5ceab0b6c654a239,2024-02-08T10:20:18Z,"Like many of us, Alisha Fredriksson is terrified about climate change. But unlike many of us, shes rolling up her sleeves and doing something about it.  
Two years ago the young entrepreneur co-foun… [+5685 chars]"
